Inventory Level,Units Sold,Units Ordered,Price,Discount,Competitor Pricing,Demand
72,56,50,103.78,0,90.31,52
652,66,0,18.26,5,21.78,78
78,24,0,135.47,5,143.18,33
351,23,0,71.05,15,70.38,24
163,24,0,80.93,25,74.26,38
172,66,0,90.71,0,104.87,75
90,32,50,133.83,10,133.79,39
108,71,59,54.25,0,57.18,67
203,11,0,98.31,5,114.19,16
167,43,0,9.64,10,8.26,52
224,46,0,32.72,10,36.39,58
102,31,50,23.34,0,24.74,26
132,107,122,6.76,20,7.33,128
152,58,0,13.92,5,13.47,53
311,68,0,54.4,0,64.63,72
144,29,101,53.38,25,45.83,44
122,64,110,48.23,25,52.52,105
360,137,391,82.48,25,99.22,142
402,3,0,33.0,20,35.49,4
647,22,0,60.96,5,64.23,34
475,44,0,107.77,10,121.28,54
253,58,248,63.85,10,61.86,69
221,24,0,147.39,0,145.6,31
214,114,188,47.56,15,40.74,116
652,75,0,30.81,10,29.26,74
113,34,0,26.91,10,29.91,33
283,170,0,22.86,10,27.02,145
223,26,0,102.07,10,118.96,22
108,8,0,21.26,5,23.4,12
78,38,0,54.0,5,56.88,33
109,109,140,67.96,10,72.44,142
162,108,0,57.94,10,66.0,146
338,79,0,106.32,10,102.21,106
224,42,0,54.44,0,46.37,59
643,19,0,29.72,10,28.22,24
1323,100,0,22.82,10,19.45,89
85,32,52,40.44,0,35.23,52
176,87,0,85.44,5,78.99,83
199,20,0,112.85,0,102.93,29
168,53,102,130.88,10,148.35,46
111,111,0,88.52,0,93.7,119
112,12,0,23.47,10,21.32,19
314,23,0,46.57,20,41.19,25
99,60,65,13.79,5,16.09,66
0,0,421,41.88,0,48.2,122
50,20,50,16.62,10,15.42,26
140,10,0,39.87,10,47.4,16
65,8,50,87.41,0,102.55,12
329,56,0,114.41,0,105.77,50
454,60,0,69.24,5,65.11,54
234,43,0,22.4,25,24.52,66
175,76,0,75.0,5,66.55,76
294,69,230,36.73,15,34.62,90
1139,55,0,73.84,10,88.63,61
104,24,0,53.49,5,52.5,40
322,35,0,22.21,15,20.99,56
143,31,0,19.01,5,21.71,30
292,70,0,60.01,0,52.61,72
55,32,50,67.72,10,66.99,39
687,127,0,96.79,10,107.43,137
644,29,0,61.35,0,54.92,49
348,36,0,16.09,10,18.17,39
288,62,246,87.06,20,95.0,57
287,94,0,66.07,10,73.4,116
160,68,244,93.71,0,107.6,113
503,19,0,16.6,0,15.94,21
106,106,142,32.31,0,31.9,126
884,40,0,75.14,0,85.45,53
249,64,229,119.89,10,116.46,68
37,6,0,12.02,5,10.77,9
369,76,382,52.99,10,55.88,112
68,68,91,94.38,0,89.76,95
776,85,0,19.81,25,17.63,124
506,5,0,15.13,5,16.22,6
121,35,50,31.84,10,31.04,52
933,50,0,12.2,15,11.38,49
587,128,0,140.35,0,124.79,141
145,89,0,51.67,0,62.33,84
146,78,105,40.91,0,43.26,111
318,63,0,88.21,25,95.47,80
96,38,0,88.82,0,87.83,34
396,87,373,70.79,5,62.07,89
194,112,0,86.77,20,96.34,141
130,42,0,87.83,0,99.05,66
218,53,0,89.68,0,101.59,64
192,75,0,112.38,10,98.22,68
316,28,0,123.28,0,110.4,38
115,55,50,43.14,10,50.92,58
359,42,0,68.02,0,79.93,70
678,56,0,9.08,10,10.15,70
184,96,0,17.86,10,20.2,91
350,24,0,103.06,10,111.74,24
304,148,432,47.59,20,56.79,130
129,119,101,77.91,5,69.51,116
160,44,117,31.5,10,27.4,70
762,61,0,24.38,15,22.32,82
93,43,50,89.68,0,87.48,36
87,87,0,108.7,10,121.69,109
979,46,0,19.95,10,22.9,54
488,27,0,37.42,20,42.1,30
66,66,93,121.72,0,110.34,96
586,58,0,19.12,0,17.62,63
167,42,0,130.9,20,117.34,54
328,25,0,75.92,5,81.51,25
139,33,135,92.56,10,111.8,39
106,56,55,80.84,5,95.61,57
108,25,0,124.57,10,108.81,22
96,73,87,55.94,5,50.8,75
192,20,0,104.8,10,96.37,31
328,46,0,10.36,10,9.01,71
178,64,0,30.55,15,35.87,55
121,13,0,21.35,5,25.45,18
147,48,0,5.25,25,4.97,57
313,49,0,13.09,10,14.95,65
243,44,0,47.88,5,42.91,39
115,86,203,64.05,25,57.27,94
168,52,0,54.43,10,53.03,72
223,42,0,77.88,5,90.29,54
399,72,0,54.04,10,62.53,99
625,74,0,59.29,20,62.86,72
431,37,0,122.96,0,120.85,47
195,77,0,59.97,10,63.47,66
197,32,175,136.15,15,116.62,52
100,67,0,45.39,10,51.23,100
577,34,0,25.32,10,28.8,36
79,5,50,25.4,10,24.26,9
113,95,89,21.39,5,19.9,90
197,22,0,108.02,5,126.87,23
100,16,0,22.58,5,26.85,26
201,71,129,58.61,10,62.65,67
140,105,84,63.96,5,57.98,89
560,90,0,42.27,20,45.2,83
259,47,0,93.06,5,105.54,67
182,98,363,45.73,25,54.9,107
624,15,0,30.07,0,32.92,15
1223,108,0,21.81,10,23.78,91
105,84,81,44.39,0,41.92,77
89,44,56,75.33,5,81.93,62
179,30,0,96.13,10,113.63,28
115,13,0,129.78,5,129.39,19
248,43,0,72.6,0,68.86,48
100,36,0,24.86,10,22.57,32
291,44,183,62.82,10,60.47,71
104,33,59,12.2,15,11.96,50
283,73,0,38.2,0,35.57,78
80,15,0,13.67,20,15.78,20
130,37,56,43.17,15,45.89,48
107,30,0,102.99,0,87.83,37
273,34,0,102.8,5,94.69,36
394,59,0,56.18,25,50.55,61
191,6,0,22.4,10,22.19,9
99,50,0,57.97,20,57.84,53
225,52,0,37.81,5,44.8,81
1084,62,0,62.21,25,67.97,64
80,80,133,75.01,5,66.77,138
287,16,0,18.17,20,17.89,22
112,61,85,23.51,0,25.0,71
222,95,161,58.27,5,70.11,93
73,73,118,74.27,20,82.71,112
560,58,0,89.98,5,87.45,81
615,31,0,57.13,0,64.5,44
312,60,281,17.06,25,15.24,90
226,29,0,95.25,5,83.94,24
193,30,0,50.48,15,42.93,42
92,71,0,85.23,5,102.94,99
484,26,0,12.58,25,11.09,23
142,108,101,25.52,10,26.92,101
844,157,0,100.44,0,114.94,140
185,25,0,100.38,10,118.32,35
190,25,0,12.09,10,10.79,23
293,42,0,50.5,5,43.05,67
91,91,126,80.84,20,97.2,134
691,80,0,20.66,10,22.58,96
501,13,0,15.09,10,16.96,17
136,25,0,29.76,0,35.34,23
883,95,0,16.16,15,14.88,131
459,184,0,129.56,10,146.4,169
56,56,148,54.71,10,59.54,135
173,83,131,37.33,20,36.29,138
255,56,0,113.28,5,98.5,70
118,14,0,81.87,0,71.14,15
309,76,0,57.23,25,52.31,97
82,53,0,82.1,10,98.88,86
88,88,0,78.74,20,92.8,99
423,61,0,94.84,0,92.34,65
117,17,0,84.34,15,92.72,23
288,58,209,119.84,10,102.15,58
110,54,67,45.19,10,53.94,71
317,27,0,61.06,0,65.21,42
622,57,0,8.76,15,9.32,76
277,5,0,12.74,10,15.03,6
326,17,0,90.6,25,83.3,25
156,58,0,44.88,5,49.18,61
111,111,132,82.04,10,71.35,151
116,116,231,37.34,5,35.83,104
701,67,0,25.0,10,27.21,88
100,19,0,78.46,5,78.0,17
360,93,0,108.38,10,95.25,93
933,67,0,17.87,20,21.62,56
461,57,0,60.85,0,55.99,86
93,50,0,96.86,0,113.46,47
528,159,0,20.99,15,19.8,141
125,29,0,132.43,5,147.24,27
303,44,0,80.19,10,75.71,39
106,17,0,98.42,0,103.77,28
105,59,80,68.33,25,72.07,76
83,38,50,125.44,15,143.38,50
110,110,104,63.02,0,59.08,95
172,60,0,118.72,5,135.16,61
282,78,0,11.65,10,10.76,105
383,40,0,36.88,0,34.55,48
108,18,50,22.11,10,21.71,26
99,75,70,7.27,5,7.26,81
264,94,0,12.87,20,13.83,93
612,56,0,48.81,10,42.59,57
130,72,0,71.31,15,63.37,89
116,44,0,51.0,5,45.02,41
181,93,0,86.5,10,79.46,84
327,79,312,55.33,10,66.8,107
551,42,0,63.84,10,54.78,46
394,25,0,111.27,0,108.91,23
118,61,0,61.29,15,57.1,74
165,20,0,141.44,0,125.92,22
221,87,207,38.63,25,35.52,91
543,31,0,27.7,10,25.55,45
124,50,72,29.99,15,28.51,62
107,107,101,17.61,20,20.97,98
175,30,0,118.37,0,141.28,32
84,28,50,22.28,10,19.79,23
130,58,0,62.38,5,69.1,70
119,119,135,56.76,25,67.43,143
470,81,419,61.49,0,54.59,114
212,19,0,78.07,10,77.85,24
397,69,0,46.88,15,55.57,77
609,77,0,31.8,25,30.53,89
1115,94,0,24.14,0,28.17,89
102,46,0,29.87,25,25.83,48
101,83,123,102.01,0,123.48,138
149,19,0,91.77,15,110.73,30
204,37,0,139.94,5,156.49,49
205,41,149,70.36,10,65.17,67
64,10,50,20.5,20,18.18,15
247,97,0,54.66,25,62.88,98
130,26,0,11.58,10,13.46,35
210,66,0,37.25,10,37.23,102
65,15,0,16.34,5,17.47,22
149,74,63,59.27,0,51.79,76
77,30,50,89.72,10,86.32,30
239,48,161,100.6,10,89.49,44
335,76,0,73.92,0,88.27,71
185,30,0,21.94,15,25.12,29
336,40,0,65.6,10,60.26,54
173,103,0,38.7,10,37.93,88
1022,148,0,93.49,15,90.32,134
133,133,263,92.08,10,91.74,240
271,20,0,20.27,10,19.33,20
136,136,158,27.81,10,32.63,158
127,34,0,50.17,0,57.3,39
118,118,154,78.26,25,85.17,151
502,64,0,85.77,0,75.57,54
584,49,0,60.11,0,51.88,44
252,93,0,21.74,10,20.78,108
197,66,0,90.22,25,87.03,70
605,89,0,63.35,10,56.46,88
265,149,331,91.68,20,99.08,183
458,27,0,14.88,10,17.57,32
135,123,141,32.22,0,36.28,143
687,86,0,86.99,10,86.13,110
160,24,0,112.38,5,109.3,37
165,22,0,12.41,10,11.62,29
251,44,0,45.85,15,45.63,71
126,51,83,86.15,0,99.37,84
611,124,0,24.84,0,23.04,104
488,14,0,14.22,15,16.15,16
111,15,0,24.61,20,22.25,19
788,60,0,15.37,5,14.81,81
275,148,392,122.26,25,115.99,197
148,86,0,47.76,10,54.92,91
221,160,0,35.43,20,40.79,138
199,48,0,98.3,10,93.89,47
104,16,50,75.37,5,88.94,20
233,40,0,60.82,10,60.54,62
376,85,0,82.36,10,93.04,87
409,56,0,78.6,10,72.43,51
362,67,0,71.22,25,64.62,65
100,33,176,118.55,0,117.49,54
230,36,0,119.44,0,130.97,43
123,61,78,48.99,5,56.35,78
290,73,319,69.91,10,68.48,93
565,49,0,9.48,5,10.59,67
272,109,0,17.82,15,19.41,108
309,19,0,108.68,10,96.84,24
98,82,0,51.74,0,59.67,87
132,98,135,74.82,10,74.58,120
117,78,0,32.37,15,35.09,111
634,87,0,28.7,5,25.95,98
81,23,0,67.48,20,64.35,22
267,52,0,94.19,10,80.13,54
866,128,0,23.67,25,22.93,145
404,57,0,56.15,0,61.21,78
43,43,50,98.09,5,94.44,51
369,67,298,16.37,20,19.77,97
96,37,73,129.82,10,149.79,35
259,25,0,73.12,10,86.32,29
89,29,0,73.37,25,85.99,27
126,92,76,93.69,0,99.13,84
95,14,0,128.61,5,123.88,17
104,81,114,62.36,5,72.19,123
112,30,0,109.7,5,107.76,29
204,57,0,9.89,10,11.74,72
343,23,0,30.74,10,30.13,30
140,11,0,20.91,10,19.07,14
94,75,127,8.04,0,8.57,111
170,124,316,14.59,20,17.45,133
556,61,0,57.08,10,54.46,102
261,109,227,88.9,0,105.35,123
72,72,106,56.72,15,49.94,101
479,87,0,83.92,10,96.17,90
248,55,0,43.76,25,42.17,76
509,34,0,63.35,5,71.57,44
369,36,0,111.83,0,134.54,37
305,143,441,66.18,25,57.94,136
145,46,0,125.0,20,112.95,46
134,41,0,40.23,5,46.0,51
512,18,0,21.73,20,18.81,16
146,20,0,25.62,10,29.95,22
101,101,129,25.72,0,29.14,149
145,45,101,114.53,10,128.67,50
106,46,70,24.45,10,26.22,59
201,64,141,58.17,10,65.05,65
135,93,111,71.74,0,79.32,125
389,85,0,52.59,5,61.57,97
193,29,0,81.52,10,70.84,34
328,28,0,51.72,0,45.28,46
532,45,0,25.1,25,29.49,39
1021,17,0,16.67,10,19.21,21
56,37,59,37.14,10,34.73,57
141,130,113,82.38,15,88.72,121
297,20,0,113.58,0,106.27,30
167,51,78,115.77,25,99.66,48
164,68,0,77.36,5,73.38,78
104,25,0,22.42,15,19.63,21
150,52,311,63.31,10,71.55,88
104,22,0,12.05,5,11.46,20
565,28,0,25.26,15,26.94,27
50,31,50,16.29,10,18.59,34
138,79,93,61.86,0,57.04,88
97,17,0,80.26,10,86.94,16
191,46,0,94.83,10,107.37,42
259,119,462,80.67,25,74.17,177
155,41,70,25.79,5,28.1,41
296,20,0,59.59,5,71.04,30
300,113,381,41.75,10,45.69,128
874,25,0,69.62,5,77.96,33
263,84,0,66.53,10,58.74,116
251,13,0,21.23,0,23.2,18
158,158,140,23.76,20,25.34,144
254,94,266,60.94,10,67.53,124
154,53,0,79.26,5,85.66,80
438,72,0,85.84,15,75.16,100
535,29,0,54.63,5,57.74,46
159,57,0,16.01,25,15.71,72
131,43,0,80.7,25,70.05,41
516,90,0,63.32,10,57.38,88
116,99,0,73.48,25,81.11,127
431,38,0,16.7,0,18.31,34
153,95,0,25.86,5,30.81,89
601,85,0,81.61,0,91.89,75
365,36,0,101.09,10,112.6,37
143,29,0,12.02,15,13.23,47
589,54,0,43.28,10,48.24,54
158,79,0,85.36,0,78.03,67
487,112,0,20.94,10,24.38,100
474,24,0,19.03,0,18.35,34
96,38,50,27.77,15,24.74,32
728,78,0,14.17,10,15.53,88
127,91,0,92.14,20,84.58,79
62,38,50,42.29,10,49.83,58
61,41,55,31.2,10,30.57,50
151,92,274,107.17,20,119.47,120
88,20,0,78.89,5,76.45,18
193,42,0,46.06,25,39.39,38
291,89,214,75.31,20,73.58,80
353,33,0,82.97,0,93.54,51
295,143,239,91.38,20,85.73,120
241,32,0,101.35,5,94.68,28
194,33,0,123.39,0,144.89,51
140,42,0,48.96,0,54.53,64
217,67,0,67.5,5,81.42,82
516,140,635,12.44,10,13.73,172
163,89,250,19.66,10,18.54,105
290,8,0,101.75,10,97.99,10
448,83,0,45.55,20,39.59,100
169,142,119,79.19,5,77.46,121
270,108,0,31.15,20,27.41,102
547,109,0,29.12,10,26.58,119
58,44,50,75.0,20,64.85,47
215,61,248,88.32,20,102.93,82
738,70,0,22.96,5,20.64,63
347,155,733,65.83,10,78.25,163
50,43,50,92.93,0,100.9,37
302,62,0,15.6,15,15.46,52
59,42,106,149.56,10,134.82,58
234,42,143,80.41,10,86.66,52
195,46,0,89.96,15,105.86,46
110,110,142,111.49,0,133.44,139
81,37,50,130.39,10,143.07,46
137,73,113,59.93,5,69.99,111
82,35,58,109.88,0,123.37,29
147,56,152,9.12,25,8.0,86
320,43,0,36.89,0,34.38,48
129,45,50,25.96,0,29.77,52
146,73,0,5.73,20,5.61,63
46,46,0,13.96,10,12.77,68
495,61,0,43.06,15,51.82,53
152,104,0,83.53,5,72.72,103
106,90,69,53.03,10,56.8,79
392,128,0,78.07,25,75.26,107
193,61,0,54.08,0,60.86,69
475,21,0,54.86,10,63.41,22
333,56,0,122.98,0,114.92,47
162,52,0,54.06,20,63.86,70
274,37,0,143.42,10,132.71,51
300,37,0,46.32,0,39.94,61
494,32,0,25.02,15,21.5,35
126,21,0,25.81,10,29.83,24
129,124,129,20.46,10,22.45,108
100,27,0,114.12,5,110.88,24
130,22,0,22.86,10,22.82,29
137,57,0,63.44,10,57.0,75
153,62,0,60.4,5,55.74,73
304,28,0,46.08,0,44.13,34
164,29,0,92.46,0,87.49,39
300,37,0,49.33,0,45.47,35
487,18,0,28.96,5,31.19,18
1004,44,0,21.61,0,20.64,46
78,50,51,38.07,5,33.4,49
124,65,75,91.15,0,83.15,86
277,29,0,101.08,5,118.81,27
116,40,0,117.59,15,142.26,33
245,42,0,70.45,0,76.76,53
79,79,71,30.52,0,36.76,71
281,41,0,54.14,20,50.0,62
82,33,50,11.72,10,13.94,38
537,126,0,34.38,15,40.39,111
69,19,0,16.14,10,17.52,31
152,57,0,53.74,0,49.77,50
80,20,50,83.84,10,96.36,26
145,38,0,93.06,10,100.83,38
140,35,0,66.77,5,57.52,45
114,19,0,23.25,5,27.81,17
276,22,0,56.63,10,65.49,30
187,119,0,40.94,5,46.79,104
849,31,0,73.41,10,67.98,46
179,122,0,67.7,0,77.17,105
238,11,0,19.71,5,22.85,13
140,96,0,22.37,10,25.85,87
160,70,0,57.71,0,50.76,61
101,73,92,88.57,0,80.37,82
366,139,453,101.12,10,89.09,134
506,57,0,53.84,10,63.1,56
383,66,0,19.19,10,19.04,72
334,31,0,79.27,25,92.05,49
426,51,0,57.5,10,66.36,75
348,62,0,63.77,25,62.5,69
393,39,0,17.89,0,21.04,51
58,58,89,28.83,0,33.08,106
516,87,0,90.16,0,104.04,104
329,50,0,115.92,5,101.59,45
114,37,79,14.2,0,16.69,48
535,82,0,62.02,5,55.32,129
79,70,72,72.01,10,86.55,63
375,55,0,19.86,5,22.25,69
450,9,0,14.53,10,16.56,9
108,21,0,31.46,0,29.02,24
650,61,0,14.45,10,13.03,79
428,109,0,138.97,5,138.04,156
74,29,50,42.81,5,47.8,47
75,75,152,42.31,10,37.67,140
59,59,0,117.9,10,101.11,97
118,49,98,92.48,0,79.92,44
524,46,0,64.65,0,69.53,64
202,86,0,83.65,15,73.82,93
320,36,0,73.52,10,83.77,47
152,39,0,74.1,15,81.53,56
209,34,0,112.06,0,106.59,40
161,46,0,114.18,10,110.84,45
98,29,50,46.5,0,42.57,38
150,133,514,85.62,0,83.15,124
376,48,0,9.07,10,10.61,70
74,35,0,16.79,0,19.64,46
282,31,0,118.05,5,117.55,31
365,69,0,50.26,5,45.65,78
146,19,0,54.71,5,61.67,32
162,52,157,32.71,5,37.28,80
438,88,414,29.65,5,26.27,108
64,27,50,76.19,10,81.08,35
154,93,0,105.43,10,112.38,100
668,46,0,21.59,0,25.77,47
192,95,0,53.2,25,50.85,134
57,52,73,92.78,10,108.0,64
240,93,0,20.69,0,18.77,85
90,54,0,123.25,20,130.49,52
192,50,0,90.92,0,106.47,57
149,30,119,81.1,25,76.94,38
142,35,0,77.23,5,69.74,33
94,49,59,147.69,0,165.33,50
177,31,0,46.12,10,52.51,51
47,29,92,112.02,10,99.98,47
91,53,0,10.2,0,11.61,52
277,92,276,39.81,0,42.08,83
134,61,52,26.51,5,24.47,58
73,73,67,7.29,5,6.42,82
316,35,0,12.57,5,13.98,41
434,95,429,60.77,5,60.01,104
275,50,0,73.91,0,81.78,68
85,66,109,65.3,0,59.03,94
264,41,0,77.12,5,87.85,52
444,109,0,58.39,5,64.26,107
454,29,0,57.27,20,51.63,49
277,25,0,111.85,0,135.02,37
110,52,0,64.81,0,77.31,59
237,88,280,155.62,15,153.87,89
263,106,0,48.94,5,47.0,91
462,59,0,24.16,25,28.36,71
105,20,0,28.05,0,33.94,19
134,116,158,25.18,5,28.07,160
174,49,0,130.82,0,129.13,44
108,25,0,22.25,10,21.66,23
221,108,150,67.74,5,76.46,93
91,91,108,60.13,10,66.23,102
276,229,848,57.83,25,50.53,195
135,47,164,104.81,0,93.39,71
626,140,612,57.6,20,49.99,145
469,8,0,28.27,5,33.75,12
960,76,0,18.74,15,20.28,64
79,79,93,46.86,0,55.36,108
134,85,88,93.38,0,107.69,109
248,36,229,99.18,15,116.0,49
154,30,71,125.15,15,107.23,36
203,102,188,65.39,25,57.33,98
71,71,76,29.7,5,31.51,77
240,73,0,60.59,20,60.42,94
99,31,0,10.71,15,12.02,30
411,115,0,42.06,0,40.02,107
50,30,50,17.52,5,15.22,26
95,95,107,56.01,10,64.17,105
110,72,72,92.19,20,83.06,66
107,52,323,97.57,20,107.11,81
105,81,0,80.36,5,71.89,95
165,48,103,24.96,10,26.83,46
254,51,227,57.08,25,64.78,80
68,60,0,36.39,10,34.36,71
818,113,0,85.45,15,95.81,121
57,57,113,66.6,0,75.94,100
227,39,209,22.96,10,25.76,63
44,39,50,19.14,10,21.94,45
356,59,0,56.5,10,53.27,85
120,74,121,88.08,10,77.76,112
227,82,0,72.37,25,87.53,102
449,49,0,59.91,10,59.6,71
317,110,314,22.72,0,24.16,105
303,62,215,93.31,20,79.56,61
375,148,656,72.72,15,72.41,151
286,70,0,82.45,5,71.46,75
354,76,0,20.68,0,19.93,76
89,89,174,33.74,10,28.81,179
429,55,0,66.38,15,77.97,63
279,15,0,95.98,10,87.33,13
77,32,0,13.78,5,15.73,54
453,65,0,53.02,5,60.28,95
81,18,50,52.74,20,61.67,16
320,82,259,24.94,0,24.06,105
441,82,0,16.68,20,18.71,71
87,16,50,28.72,0,33.23,15
589,101,0,15.6,10,16.52,117
319,107,0,123.65,5,105.65,116
95,76,108,50.28,10,58.8,107
152,33,0,27.24,20,23.64,45
274,18,0,71.31,25,79.13,26
69,29,0,82.07,10,76.44,40
478,57,0,73.53,0,72.62,86
116,116,348,87.37,10,100.94,104
284,53,349,85.49,10,92.82,88
352,65,0,92.21,0,98.31,71
175,23,0,96.64,10,95.38,30
324,43,0,87.92,25,99.95,38
119,119,122,54.63,10,63.37,128
17,17,0,64.49,20,74.25,121
328,74,0,10.54,0,10.19,68
289,52,0,16.68,10,16.09,58
251,28,0,105.92,15,104.05,32
296,39,0,45.23,10,39.58,64
127,127,141,71.31,15,75.61,140
110,110,279,37.35,10,33.58,122
350,48,0,22.84,10,21.76,49
87,31,50,81.03,5,89.79,37
61,61,296,115.44,5,101.35,95
622,82,0,24.7,15,24.5,117
97,65,0,48.98,15,43.3,71
78,61,64,86.03,20,96.52,75
445,102,0,21.15,0,18.14,91
142,44,0,116.46,20,140.08,38
142,43,0,74.55,15,84.75,48
119,34,0,104.36,5,111.26,55
107,78,131,98.43,5,117.56,114
104,19,0,124.89,10,114.4,23
146,125,159,68.76,15,67.78,180
76,21,0,97.92,15,96.69,28
190,89,245,12.37,5,13.53,123
185,45,0,34.17,5,32.47,42
125,41,64,22.96,15,26.4,63
67,55,53,6.55,5,6.35,53
281,175,270,14.68,25,15.92,158
339,47,0,55.64,5,47.39,78
225,155,353,88.93,20,104.27,205
128,81,88,60.27,0,63.61,86
223,104,400,109.99,0,94.43,125
335,148,376,58.07,15,52.81,124
425,69,0,59.49,20,68.68,72
252,37,0,90.25,20,106.51,39
499,118,0,72.82,5,80.57,107
149,37,0,118.51,20,110.15,33
157,86,253,42.02,25,49.38,134
403,45,0,30.83,0,27.02,46
85,22,50,28.2,0,32.31,20
176,125,0,19.14,20,21.74,125
125,58,133,112.19,15,120.94,60
83,51,60,22.41,15,24.48,51
113,40,0,62.2,5,61.54,55
108,83,125,68.32,10,64.0,127
466,62,0,50.52,10,53.29,101
88,74,0,89.46,10,97.52,71
486,129,0,48.95,25,46.17,112
461,51,0,26.19,25,29.16,50
884,62,0,23.5,10,23.01,98
93,39,0,32.22,20,31.48,51
137,107,119,90.3,0,106.21,99
212,60,0,124.15,0,123.9,52
124,51,0,124.6,20,120.2,50
101,48,0,70.55,10,62.49,68
76,17,50,20.97,20,20.87,20
478,42,0,55.25,10,50.99,38
68,37,50,12.99,5,11.42,38
296,58,0,36.36,0,32.97,65
70,42,50,14.94,20,16.01,41
107,70,74,49.52,15,47.77,71
110,32,0,82.04,15,97.12,34
216,4,0,90.0,5,81.5,6
486,26,0,58.65,10,55.06,26
117,13,0,23.14,5,26.38,16
203,180,475,71.35,25,82.92,151
389,26,0,28.87,10,30.79,25
705,155,0,95.24,15,90.3,140
113,35,0,51.42,10,47.78,43
188,20,0,20.23,10,18.56,20
55,55,148,24.56,20,22.27,138
297,63,0,56.02,5,60.99,82
167,73,0,83.59,0,79.46,66
145,54,0,58.89,25,66.5,45
400,63,0,54.2,10,57.18,58
207,88,0,20.02,20,17.09,120
241,54,0,95.36,15,103.79,65
227,87,0,66.76,0,79.63,87
216,107,186,91.26,5,91.03,104
278,50,0,15.3,15,18.34,53
174,73,0,19.1,25,21.65,70
374,113,460,82.15,10,92.83,108
264,55,0,110.3,10,100.11,46
124,29,0,13.16,5,11.31,30
388,53,0,50.05,0,48.3,51
113,48,56,68.49,15,80.69,65
238,78,0,19.81,10,17.84,69
359,24,0,14.7,20,13.87,26
121,63,56,29.15,15,32.45,57
488,90,458,14.8,10,17.62,101
212,148,320,110.49,20,104.77,136
127,47,0,45.15,0,51.31,47
119,51,73,35.87,5,33.58,73
256,43,0,101.18,10,118.42,68
138,15,0,79.03,0,89.42,19
421,123,355,55.48,25,63.95,103
214,56,0,68.6,20,79.2,68
231,84,0,85.3,5,95.22,72
287,93,0,99.56,0,97.31,78
328,18,0,73.07,25,78.26,19
281,22,0,87.66,20,100.06,22
122,56,82,44.63,20,44.61,86
319,55,0,63.97,5,55.0,54
254,101,0,10.26,5,12.19,90
237,75,0,19.05,0,20.23,79
223,50,138,117.43,10,108.15,43
257,72,171,50.81,0,49.59,67
141,141,285,92.27,15,107.61,242
157,129,0,39.23,10,42.12,156
302,145,0,33.01,0,29.55,126
106,53,50,71.29,25,70.42,51
248,35,0,90.16,5,100.12,42
540,68,0,22.55,10,25.42,88
32,32,0,59.72,10,51.47,112
81,27,0,85.85,10,73.16,31
343,133,427,19.85,15,18.89,122
98,52,123,126.73,20,133.67,59
242,20,0,78.45,10,78.24,34
85,26,0,94.52,10,86.42,31
160,152,135,93.39,15,98.73,134
85,83,68,128.83,20,136.55,73
180,169,125,55.83,25,51.2,149
147,30,0,112.04,0,120.28,34
101,80,0,10.98,10,10.51,87
140,59,0,33.86,5,39.63,53
148,13,0,18.73,15,22.27,14
65,52,78,6.92,0,8.19,67
106,63,0,12.8,25,11.42,96
292,88,0,46.74,15,51.16,75
70,67,0,74.05,10,64.85,83
135,53,0,46.62,20,46.2,62
119,119,0,97.38,0,110.96,103
187,37,0,52.32,0,57.58,60
356,50,0,58.08,15,68.41,50
215,17,0,107.63,0,121.01,28
381,78,0,64.31,20,58.22,106
112,20,0,109.77,20,126.49,27
71,52,0,50.14,0,49.95,83
358,26,0,25.94,5,29.73,29
113,12,0,25.75,10,22.07,12
51,51,125,18.51,25,15.93,118
67,6,0,99.46,10,86.72,5
92,10,0,21.65,5,25.28,16
223,50,0,59.44,5,64.57,57
150,92,157,79.89,0,79.53,144
404,112,0,53.54,10,61.94,120
178,47,158,79.4,25,79.26,74
357,86,0,59.21,15,54.49,133
410,46,0,35.25,5,42.33,66
822,61,0,19.87,20,18.69,83
54,54,61,40.21,0,47.17,64
149,95,102,74.55,25,74.07,113
152,31,0,112.81,0,99.24,29
144,28,50,134.57,0,153.47,27
241,54,150,70.02,10,74.83,80
109,31,0,28.32,0,26.5,38
436,71,0,69.68,0,59.46,70
81,4,0,10.61,10,9.93,4
238,130,319,34.3,15,37.02,110
78,75,74,19.11,10,20.88,75
111,94,144,52.97,20,63.44,125
78,68,53,80.7,25,89.14,62
212,46,0,104.07,0,119.61,39
460,50,0,71.78,0,65.96,50
207,43,0,26.58,0,30.22,36
23,23,0,64.23,5,70.86,48
363,73,268,36.29,15,42.48,102
550,109,0,82.97,20,75.99,114
78,78,128,69.7,5,74.07,131
168,5,0,18.14,15,17.05,8
148,76,0,21.38,10,22.65,74
234,140,194,52.44,25,47.64,118
94,68,112,89.94,5,78.17,102
544,74,0,85.82,5,99.63,82
337,24,0,49.22,10,56.9,34
119,81,0,23.16,0,26.68,111
187,18,0,91.96,5,100.0,28
140,108,0,67.32,10,64.76,106
109,67,0,79.22,15,70.68,95
228,45,0,16.28,10,14.89,41
101,78,104,25.43,20,25.03,121
261,115,0,84.87,10,82.34,102
209,43,0,115.52,5,100.49,44
95,62,104,14.23,5,15.42,62
335,67,0,50.66,10,46.01,83
121,43,0,72.62,5,62.65,38
160,100,0,19.18,20,22.1,109
335,98,469,22.43,10,19.99,108
114,17,0,30.29,5,28.57,27
