,Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand
48707,2023-05-03,S001,P0008,Electronics,North,65,27,50,29.58,20,Rainy,1,34.75,Spring,1,42
48720,2023-05-03,S002,P0001,Groceries,South,192,150,472,84.91,10,Rainy,1,98.75,Spring,1,148
48723,2023-05-03,S002,P0004,Groceries,South,227,35,0,25.26,25,Rainy,1,27.89,Spring,1,37
48724,2023-05-03,S002,P0005,Electronics,South,379,87,356,82.41,5,Rainy,0,87.08,Spring,1,76
48733,2023-05-03,S002,P0014,Electronics,South,63,63,0,96.7,20,Rainy,1,88.83,Spring,1,71
48734,2023-05-03,S002,P0015,Clothing,South,664,155,0,66.8,20,Rainy,1,60.12,Spring,1,142
48737,2023-05-03,S002,P0018,Clothing,South,138,89,0,22.12,20,Rainy,1,21.4,Spring,1,79
48743,2023-05-03,S003,P0004,Groceries,East,191,175,541,28.03,10,Sunny,1,24.22,Spring,1,183
48753,2023-05-03,S003,P0014,Groceries,East,296,91,318,73.14,25,Sunny,1,84.33,Spring,1,106
48759,2023-05-03,S003,P0020,Clothing,East,554,135,662,81.64,10,Sunny,1,88.93,Spring,1,162
48769,2023-05-03,S004,P0010,Groceries,West,346,64,414,24.35,5,Rainy,0,27.73,Spring,1,94
48774,2023-05-03,S004,P0015,Furniture,West,97,33,114,67.18,25,Rainy,1,65.14,Spring,1,40
48779,2023-05-03,S004,P0020,Furniture,West,48,21,84,94.75,20,Rainy,1,89.32,Spring,1,35
48783,2023-05-03,S005,P0004,Groceries,North,128,76,103,5.9,25,Rainy,1,5.12,Spring,1,89
48793,2023-05-03,S005,P0014,Furniture,North,82,21,0,106.17,25,Rainy,1,127.76,Spring,1,34
48797,2023-05-03,S005,P0018,Clothing,North,127,127,178,20.78,25,Rainy,1,24.19,Spring,1,177
48804,2023-05-04,S001,P0005,Groceries,North,893,69,0,47.26,15,Sunny,1,56.93,Spring,1,79
48806,2023-05-04,S001,P0007,Groceries,North,236,166,0,22.86,25,Sunny,1,22.02,Spring,1,148
48808,2023-05-04,S001,P0009,Clothing,North,122,122,117,76.77,25,Sunny,1,88.8,Spring,1,139
48815,2023-05-04,S001,P0016,Groceries,North,408,95,412,35.03,25,Sunny,1,34.32,Spring,1,141
48818,2023-05-04,S001,P0019,Furniture,North,80,37,50,84.68,20,Sunny,1,101.16,Spring,1,57
48826,2023-05-04,S002,P0007,Toys,South,306,79,0,20.47,25,Cloudy,1,19.29,Spring,1,68
48827,2023-05-04,S002,P0008,Groceries,South,82,82,163,25.37,20,Cloudy,1,24.05,Spring,1,149
48830,2023-05-04,S002,P0011,Groceries,South,213,139,428,110.15,10,Cloudy,1,94.96,Spring,1,165
48832,2023-05-04,S002,P0013,Groceries,South,152,44,0,14.17,20,Cloudy,1,16.5,Spring,1,37
48834,2023-05-04,S002,P0015,Clothing,South,509,123,529,75.94,0,Cloudy,0,85.55,Spring,1,127
48835,2023-05-04,S002,P0016,Clothing,South,223,101,308,86.61,15,Cloudy,1,104.74,Spring,1,140
48841,2023-05-04,S003,P0002,Groceries,East,258,62,0,44.26,20,Rainy,1,40.43,Spring,1,78
48846,2023-05-04,S003,P0007,Groceries,East,76,45,0,11.63,25,Rainy,1,10.31,Spring,1,69
48847,2023-05-04,S003,P0008,Clothing,East,295,140,308,137.5,10,Rainy,1,122.42,Spring,1,172
48855,2023-05-04,S003,P0016,Electronics,East,139,86,197,76.82,25,Rainy,1,82.4,Spring,1,102
48858,2023-05-04,S003,P0019,Groceries,East,130,102,93,41.79,25,Rainy,1,46.77,Spring,1,101
48861,2023-05-04,S004,P0002,Groceries,West,210,104,164,16.51,20,Cloudy,1,16.35,Spring,1,88
48864,2023-05-04,S004,P0005,Clothing,West,189,117,164,72.48,20,Cloudy,1,84.18,Spring,1,168
48866,2023-05-04,S004,P0007,Groceries,West,158,41,0,17.92,25,Cloudy,1,16.26,Spring,1,34
48867,2023-05-04,S004,P0008,Furniture,West,115,15,0,60.53,25,Cloudy,1,72.48,Spring,1,24
48870,2023-05-04,S004,P0011,Clothing,West,284,82,0,53.6,20,Cloudy,1,59.24,Spring,1,132
48872,2023-05-04,S004,P0013,Groceries,West,360,57,0,14.19,20,Cloudy,1,14.96,Spring,1,56
48875,2023-05-04,S004,P0016,Furniture,West,74,35,0,83.5,25,Cloudy,1,82.32,Spring,1,45
48878,2023-05-04,S004,P0019,Clothing,West,188,38,0,38.01,25,Cloudy,1,42.88,Spring,1,49
48881,2023-05-04,S005,P0002,Electronics,North,143,77,0,32.42,20,Sunny,1,36.46,Spring,1,88
48886,2023-05-04,S005,P0007,Groceries,North,327,117,0,65.7,20,Sunny,1,77.37,Spring,1,98
48890,2023-05-04,S005,P0011,Electronics,North,148,78,0,59.74,25,Sunny,1,67.15,Spring,1,92
48898,2023-05-04,S005,P0019,Furniture,North,162,48,0,101.08,25,Sunny,1,92.03,Spring,1,52
48901,2023-05-05,S001,P0002,Clothing,North,237,237,247,78.22,25,Cloudy,1,67.97,Spring,1,250
48902,2023-05-05,S001,P0003,Clothing,North,399,166,655,49.96,25,Cloudy,1,59.73,Spring,1,158
48904,2023-05-05,S001,P0005,Groceries,North,824,62,0,56.44,10,Cloudy,0,50.08,Spring,1,100
48905,2023-05-05,S001,P0006,Toys,North,142,45,140,28.2,25,Cloudy,1,23.99,Spring,1,56
48918,2023-05-05,S001,P0019,Furniture,North,93,26,0,77.94,20,Cloudy,1,88.51,Spring,1,36
48922,2023-05-05,S002,P0003,Groceries,South,337,76,281,69.27,20,Cloudy,1,65.47,Spring,1,103
48925,2023-05-05,S002,P0006,Clothing,South,138,138,263,85.97,10,Cloudy,1,103.07,Spring,1,232
48941,2023-05-05,S003,P0002,Groceries,East,727,103,0,47.0,20,Cloudy,1,45.03,Spring,1,96
48942,2023-05-05,S003,P0003,Electronics,East,135,69,128,71.12,25,Cloudy,1,77.25,Spring,1,113
48951,2023-05-05,S003,P0012,Furniture,East,81,26,0,69.02,20,Cloudy,1,67.41,Spring,1,27
48958,2023-05-05,S003,P0019,Groceries,East,121,99,110,46.61,20,Cloudy,1,55.51,Spring,1,115
48961,2023-05-05,S004,P0002,Groceries,West,106,58,0,13.54,25,Rainy,1,15.97,Spring,1,64
48962,2023-05-05,S004,P0003,Furniture,West,181,24,96,94.67,25,Rainy,1,86.47,Spring,1,35
48965,2023-05-05,S004,P0006,Groceries,West,158,85,216,30.46,20,Rainy,1,34.41,Spring,1,110
48966,2023-05-05,S004,P0007,Groceries,West,880,37,0,20.41,10,Rainy,0,23.82,Spring,1,34
48968,2023-05-05,S004,P0009,Clothing,West,326,132,581,131.42,10,Rainy,1,150.17,Spring,1,175
48970,2023-05-05,S004,P0011,Clothing,West,847,31,0,50.61,5,Rainy,0,45.21,Spring,1,50
48971,2023-05-05,S004,P0012,Electronics,West,49,49,50,78.02,20,Rainy,1,82.88,Spring,1,49
48981,2023-05-05,S005,P0002,Electronics,North,353,90,314,37.32,15,Cloudy,1,39.31,Spring,1,112
48982,2023-05-05,S005,P0003,Toys,North,102,29,50,19.32,20,Cloudy,1,23.34,Spring,1,35
48985,2023-05-05,S005,P0006,Groceries,North,232,166,582,56.84,20,Cloudy,1,51.0,Spring,1,138
48998,2023-05-05,S005,P0019,Furniture,North,114,48,87,100.84,20,Cloudy,1,120.5,Spring,1,48
49000,2023-05-06,S001,P0001,Electronics,North,301,121,307,62.06,25,Cloudy,1,65.91,Spring,1,141
49002,2023-05-06,S001,P0003,Clothing,North,233,79,0,48.77,20,Cloudy,1,57.83,Spring,1,128
49004,2023-05-06,S001,P0005,Groceries,North,762,127,0,58.24,20,Cloudy,1,52.77,Spring,1,148
49016,2023-05-06,S001,P0017,Toys,North,70,67,50,15.91,20,Cloudy,1,17.15,Spring,1,57
49020,2023-05-06,S002,P0001,Groceries,South,633,178,569,102.38,10,Sunny,1,114.26,Spring,1,220
49036,2023-05-06,S002,P0017,Toys,South,195,86,208,15.79,25,Sunny,1,15.15,Spring,1,81
49038,2023-05-06,S002,P0019,Clothing,South,513,143,586,97.58,5,Sunny,0,90.29,Spring,1,130
49040,2023-05-06,S003,P0001,Toys,East,144,34,0,10.66,25,Cloudy,1,9.24,Spring,1,36
49041,2023-05-06,S003,P0002,Groceries,East,624,108,0,52.29,25,Cloudy,1,59.11,Spring,1,170
49043,2023-05-06,S003,P0004,Groceries,East,873,67,0,21.57,0,Cloudy,0,21.11,Spring,1,64
49046,2023-05-06,S003,P0007,Groceries,East,403,81,364,15.67,5,Cloudy,0,15.27,Spring,1,86
49049,2023-05-06,S003,P0010,Groceries,East,115,65,89,29.24,25,Cloudy,1,28.02,Spring,1,82
49052,2023-05-06,S003,P0013,Groceries,East,365,98,313,73.57,0,Cloudy,0,72.67,Spring,1,86
49060,2023-05-06,S004,P0001,Groceries,West,449,126,407,11.41,10,Sunny,1,10.22,Spring,1,124
49062,2023-05-06,S004,P0003,Furniture,West,157,30,0,104.27,20,Sunny,1,95.17,Spring,1,43
49066,2023-05-06,S004,P0007,Groceries,West,843,86,0,24.26,10,Sunny,0,27.45,Spring,1,79
49081,2023-05-06,S005,P0002,Electronics,North,263,98,0,32.53,25,Cloudy,1,36.57,Spring,1,109
49082,2023-05-06,S005,P0003,Toys,North,123,14,0,18.07,25,Cloudy,1,17.27,Spring,1,22
49084,2023-05-06,S005,P0005,Groceries,North,193,48,146,12.07,20,Cloudy,1,13.23,Spring,1,75
49088,2023-05-06,S005,P0009,Groceries,North,237,94,303,96.36,0,Cloudy,0,114.21,Spring,1,99
49096,2023-05-06,S005,P0017,Toys,North,129,61,77,26.82,25,Cloudy,1,32.04,Spring,1,80
49102,2023-05-07,S001,P0003,Clothing,North,154,131,0,53.79,20,Sunny,1,61.46,Spring,1,162
49108,2023-05-07,S001,P0009,Clothing,North,178,121,143,82.58,20,Sunny,1,73.73,Spring,1,125
49109,2023-05-07,S001,P0010,Furniture,North,460,59,0,105.83,20,Sunny,1,111.78,Spring,1,83
49110,2023-05-07,S001,P0011,Furniture,North,160,33,0,102.45,25,Sunny,1,119.34,Spring,1,30
49112,2023-05-07,S001,P0013,Toys,North,109,45,63,24.48,20,Sunny,1,23.87,Spring,1,57
49119,2023-05-07,S001,P0020,Furniture,North,214,25,0,88.08,20,Sunny,1,76.9,Spring,1,40
49120,2023-05-07,S002,P0001,Groceries,South,455,103,0,67.06,20,Rainy,1,74.59,Spring,1,108
49124,2023-05-07,S002,P0005,Electronics,South,462,69,0,68.35,25,Rainy,1,67.95,Spring,1,76
49128,2023-05-07,S002,P0009,Groceries,South,284,63,201,47.61,25,Rainy,1,56.3,Spring,1,103
49129,2023-05-07,S002,P0010,Groceries,South,122,82,78,69.0,20,Rainy,1,76.51,Spring,1,89
49130,2023-05-07,S002,P0011,Groceries,South,428,69,0,68.63,25,Rainy,1,67.32,Spring,1,71
49133,2023-05-07,S002,P0014,Electronics,South,248,54,334,96.64,20,Rainy,1,95.81,Spring,1,71
49137,2023-05-07,S002,P0018,Clothing,South,142,84,97,22.84,20,Rainy,1,24.43,Spring,1,103
49140,2023-05-07,S003,P0001,Toys,East,110,35,84,10.5,25,Rainy,1,12.24,Spring,1,45
49141,2023-05-07,S003,P0002,Groceries,East,516,135,400,65.36,10,Rainy,0,62.99,Spring,1,166
49144,2023-05-07,S003,P0005,Toys,East,282,55,228,17.0,20,Rainy,1,16.97,Spring,1,62
49153,2023-05-07,S003,P0014,Groceries,East,303,41,0,63.83,25,Rainy,1,59.31,Spring,1,53
49154,2023-05-07,S003,P0015,Groceries,East,601,95,0,85.22,20,Rainy,1,80.73,Spring,1,108
49160,2023-05-07,S004,P0001,Groceries,West,323,72,0,8.72,25,Rainy,1,8.18,Spring,1,96
49164,2023-05-07,S004,P0005,Clothing,West,136,136,115,67.61,20,Rainy,1,77.57,Spring,1,143
49169,2023-05-07,S004,P0010,Groceries,West,495,113,0,19.91,25,Rainy,1,21.86,Spring,1,105
49172,2023-05-07,S004,P0013,Groceries,West,152,144,414,18.98,15,Rainy,1,21.0,Spring,1,124
49177,2023-05-07,S004,P0018,Furniture,West,93,29,50,106.59,20,Rainy,1,127.59,Spring,1,25
49184,2023-05-07,S005,P0005,Groceries,North,145,55,0,11.04,25,Sunny,1,12.55,Spring,1,68
49188,2023-05-07,S005,P0009,Groceries,North,143,91,0,82.61,20,Sunny,1,93.42,Spring,1,121
49189,2023-05-07,S005,P0010,Groceries,North,185,74,277,43.73,25,Sunny,1,49.71,Spring,1,91
49190,2023-05-07,S005,P0011,Electronics,North,239,75,282,60.0,25,Sunny,1,57.41,Spring,1,79
49192,2023-05-07,S005,P0013,Groceries,North,122,57,0,54.35,20,Sunny,1,61.1,Spring,1,71
49197,2023-05-07,S005,P0018,Clothing,North,148,148,212,23.74,20,Sunny,1,26.86,Spring,1,204
49201,2023-05-08,S001,P0002,Clothing,North,120,120,272,99.64,0,Cloudy,0,113.88,Spring,1,253
49204,2023-05-08,S001,P0005,Groceries,North,530,120,0,48.79,20,Cloudy,1,57.13,Spring,1,107
49206,2023-05-08,S001,P0007,Groceries,North,413,105,391,24.65,10,Cloudy,1,22.49,Spring,1,112
49208,2023-05-08,S001,P0009,Clothing,North,200,95,122,75.7,20,Cloudy,1,83.53,Spring,1,113
49210,2023-05-08,S001,P0011,Furniture,North,127,36,92,113.56,25,Cloudy,1,123.96,Spring,1,56
49215,2023-05-08,S001,P0016,Groceries,North,436,108,409,41.69,10,Cloudy,0,41.49,Spring,1,139
49218,2023-05-08,S001,P0019,Furniture,North,63,31,50,74.71,20,Cloudy,1,86.94,Spring,1,26
49226,2023-05-08,S002,P0007,Toys,South,167,58,0,19.03,25,Cloudy,1,18.05,Spring,1,49
49228,2023-05-08,S002,P0009,Groceries,South,221,78,0,45.14,20,Cloudy,1,51.41,Spring,1,69
49230,2023-05-08,S002,P0011,Groceries,South,359,25,0,60.47,25,Cloudy,1,55.83,Spring,1,39
49231,2023-05-08,S002,P0012,Electronics,South,299,60,313,63.23,5,Cloudy,0,55.14,Spring,1,71
49232,2023-05-08,S002,P0013,Groceries,South,132,100,0,19.72,20,Cloudy,1,18.21,Spring,1,115
49238,2023-05-08,S002,P0019,Clothing,South,325,98,0,67.7,25,Cloudy,1,73.82,Spring,1,105
49244,2023-05-08,S003,P0005,Toys,East,227,92,577,19.75,20,Sunny,1,22.41,Spring,1,122
49246,2023-05-08,S003,P0007,Groceries,East,278,69,0,13.35,20,Sunny,1,14.59,Spring,1,105
49248,2023-05-08,S003,P0009,Groceries,East,87,87,189,56.22,25,Sunny,1,60.23,Spring,1,214
49250,2023-05-08,S003,P0011,Electronics,East,73,73,0,102.56,20,Sunny,1,91.5,Spring,1,91
49252,2023-05-08,S003,P0013,Groceries,East,214,64,0,54.68,20,Sunny,1,52.14,Spring,1,65
49253,2023-05-08,S003,P0014,Groceries,East,262,74,319,73.59,25,Sunny,1,82.85,Spring,1,108
49258,2023-05-08,S003,P0019,Groceries,East,122,122,106,47.2,20,Sunny,1,56.57,Spring,1,119
49263,2023-05-08,S004,P0004,Groceries,West,523,135,443,48.9,25,Sunny,1,44.77,Spring,1,144
49264,2023-05-08,S004,P0005,Clothing,West,115,77,90,58.78,20,Sunny,1,67.46,Spring,1,97
49266,2023-05-08,S004,P0007,Groceries,West,702,122,0,24.39,25,Sunny,1,26.06,Spring,1,138
49268,2023-05-08,S004,P0009,Clothing,West,648,200,672,126.84,20,Sunny,1,136.66,Spring,1,207
49278,2023-05-08,S004,P0019,Clothing,West,166,95,0,50.28,20,Sunny,1,43.46,Spring,1,94
49286,2023-05-08,S005,P0007,Groceries,North,189,85,205,59.75,25,Cloudy,1,63.18,Spring,1,89
49287,2023-05-08,S005,P0008,Groceries,North,142,100,140,59.38,20,Cloudy,1,57.86,Spring,1,135
49288,2023-05-08,S005,P0009,Groceries,North,52,28,0,65.0,20,Cloudy,1,55.9,Spring,1,39
49292,2023-05-08,S005,P0013,Groceries,North,348,37,0,50.88,25,Cloudy,1,47.24,Spring,1,57
49303,2023-05-09,S001,P0004,Electronics,North,85,56,171,83.22,25,Cloudy,1,76.16,Spring,1,88
49308,2023-05-09,S001,P0009,Clothing,North,227,124,0,79.03,25,Cloudy,1,67.72,Spring,1,132
49312,2023-05-09,S001,P0013,Toys,North,115,56,0,22.53,20,Cloudy,1,24.34,Spring,1,49
49323,2023-05-09,S002,P0004,Groceries,South,185,113,441,42.96,10,Sunny,1,46.19,Spring,1,138
49330,2023-05-09,S002,P0011,Groceries,South,334,75,0,69.49,25,Sunny,1,66.32,Spring,1,75
49334,2023-05-09,S002,P0015,Clothing,South,638,133,547,88.03,0,Sunny,0,78.13,Spring,1,161
49335,2023-05-09,S002,P0016,Clothing,South,125,117,362,96.61,15,Sunny,1,83.54,Spring,1,161
49348,2023-05-09,S003,P0009,Groceries,East,189,100,0,50.85,20,Rainy,1,50.06,Spring,1,132
49363,2023-05-09,S004,P0004,Groceries,West,388,43,0,33.54,25,Rainy,1,36.37,Spring,1,47
49368,2023-05-09,S004,P0009,Clothing,West,448,71,0,86.94,25,Rainy,1,94.61,Spring,1,97
49369,2023-05-09,S004,P0010,Groceries,West,286,116,444,24.93,10,Rainy,0,24.25,Spring,1,102
49370,2023-05-09,S004,P0011,Clothing,West,513,123,369,53.47,20,Rainy,1,51.31,Spring,1,115
49372,2023-05-09,S004,P0013,Groceries,West,117,74,0,14.99,25,Rainy,1,17.93,Spring,1,90
49388,2023-05-09,S005,P0009,Groceries,North,327,111,362,80.15,20,Cloudy,1,96.1,Spring,1,112
49392,2023-05-09,S005,P0013,Groceries,North,311,156,405,74.94,10,Cloudy,1,81.73,Spring,1,134
49400,2023-05-10,S001,P0001,Electronics,North,332,79,0,48.76,25,Sunny,1,54.71,Spring,1,67
49402,2023-05-10,S001,P0003,Clothing,North,603,75,0,39.12,25,Sunny,1,41.25,Spring,1,80
49404,2023-05-10,S001,P0005,Groceries,North,377,145,431,61.01,5,Sunny,0,70.48,Spring,1,123
49405,2023-05-10,S001,P0006,Toys,North,125,40,138,29.96,20,Sunny,1,25.66,Spring,1,55
49409,2023-05-10,S001,P0010,Furniture,North,375,32,0,93.94,20,Sunny,1,84.07,Spring,1,38
49418,2023-05-10,S001,P0019,Furniture,North,91,39,50,78.09,20,Sunny,1,92.1,Spring,1,37
49419,2023-05-10,S001,P0020,Furniture,North,321,40,0,79.17,25,Sunny,1,93.0,Spring,1,43
49422,2023-05-10,S002,P0003,Groceries,South,307,55,0,59.07,25,Rainy,1,55.9,Spring,1,75
49425,2023-05-10,S002,P0006,Clothing,South,95,41,0,40.61,25,Rainy,1,44.02,Spring,1,43
49437,2023-05-10,S002,P0018,Clothing,South,173,98,155,26.17,25,Rainy,1,23.56,Spring,1,153
49440,2023-05-10,S003,P0001,Toys,East,231,74,0,12.25,25,Cloudy,1,14.12,Spring,1,86
49445,2023-05-10,S003,P0006,Toys,East,118,21,0,23.38,25,Cloudy,1,26.82,Spring,1,33
49449,2023-05-10,S003,P0010,Groceries,East,77,77,108,32.23,20,Cloudy,1,36.41,Spring,1,107
49460,2023-05-10,S004,P0001,Groceries,West,566,191,895,12.64,25,Cloudy,1,11.47,Spring,1,232
49465,2023-05-10,S004,P0006,Groceries,West,110,68,201,28.94,20,Cloudy,1,32.19,Spring,1,95
49466,2023-05-10,S004,P0007,Groceries,West,521,113,479,29.11,10,Cloudy,0,26.46,Spring,1,119
49480,2023-05-10,S005,P0001,Groceries,North,186,119,235,10.91,25,Sunny,1,9.91,Spring,1,143
49497,2023-05-10,S005,P0018,Clothing,North,96,96,118,18.97,25,Sunny,1,21.58,Spring,1,143
49498,2023-05-10,S005,P0019,Furniture,North,122,56,133,112.02,20,Sunny,1,103.38,Spring,1,62
49499,2023-05-10,S005,P0020,Toys,North,112,14,0,17.37,25,Sunny,1,18.34,Spring,1,20
49502,2023-05-11,S001,P0003,Clothing,North,528,136,526,50.13,20,Rainy,1,58.59,Spring,1,137
49504,2023-05-11,S001,P0005,Groceries,North,232,94,654,58.32,15,Rainy,1,62.53,Spring,1,146
49506,2023-05-11,S001,P0007,Groceries,North,178,53,0,18.26,25,Rainy,1,16.76,Spring,1,77
49512,2023-05-11,S001,P0013,Toys,North,76,73,50,23.63,20,Rainy,1,27.68,Spring,1,62
49515,2023-05-11,S001,P0016,Groceries,North,596,80,0,31.46,20,Rainy,1,31.11,Spring,1,87
49516,2023-05-11,S001,P0017,Toys,North,78,38,0,14.23,25,Rainy,1,13.24,Spring,1,33
49517,2023-05-11,S001,P0018,Groceries,North,185,85,0,45.23,20,Rainy,1,51.78,Spring,1,77
49522,2023-05-11,S002,P0003,Groceries,South,252,72,241,61.89,20,Cloudy,1,73.2,Spring,1,84
49526,2023-05-11,S002,P0007,Toys,South,192,31,126,17.67,25,Cloudy,1,20.25,Spring,1,43
49532,2023-05-11,S002,P0013,Groceries,South,255,72,0,17.56,25,Cloudy,1,19.24,Spring,1,115
49534,2023-05-11,S002,P0015,Clothing,South,446,193,0,78.85,20,Cloudy,1,78.0,Spring,1,205
49535,2023-05-11,S002,P0016,Clothing,South,362,40,0,61.57,20,Cloudy,1,68.11,Spring,1,56
49537,2023-05-11,S002,P0018,Clothing,South,230,105,0,25.6,25,Cloudy,1,29.31,Spring,1,163
49541,2023-05-11,S003,P0002,Groceries,East,533,191,720,72.38,10,Sunny,1,87.56,Spring,1,228
49544,2023-05-11,S003,P0005,Toys,East,296,42,0,17.37,20,Sunny,1,16.25,Spring,1,68
49546,2023-05-11,S003,P0007,Groceries,East,488,79,458,14.22,25,Sunny,1,12.32,Spring,1,130
49550,2023-05-11,S003,P0011,Electronics,East,109,109,227,101.69,25,Sunny,1,94.15,Spring,1,108
49552,2023-05-11,S003,P0013,Groceries,East,334,86,331,55.97,25,Sunny,1,48.59,Spring,1,90
49561,2023-05-11,S004,P0002,Groceries,West,321,129,0,16.93,20,Rainy,1,20.29,Spring,1,111
49562,2023-05-11,S004,P0003,Furniture,West,219,25,0,87.33,25,Rainy,1,92.03,Spring,1,28
49566,2023-05-11,S004,P0007,Groceries,West,408,55,0,20.07,25,Rainy,1,18.85,Spring,1,63
49568,2023-05-11,S004,P0009,Clothing,West,974,82,0,114.41,0,Rainy,0,102.39,Spring,1,78
49570,2023-05-11,S004,P0011,Clothing,West,272,125,0,49.62,25,Rainy,1,59.05,Spring,1,128
49572,2023-05-11,S004,P0013,Groceries,West,421,64,0,14.29,25,Rainy,1,12.34,Spring,1,62
49574,2023-05-11,S004,P0015,Furniture,West,192,70,192,77.47,20,Rainy,1,82.98,Spring,1,74
49577,2023-05-11,S004,P0018,Furniture,West,125,16,0,105.37,25,Rainy,1,105.07,Spring,1,26
49581,2023-05-11,S005,P0002,Electronics,North,236,61,288,33.28,20,Rainy,1,29.37,Spring,1,81
49582,2023-05-11,S005,P0003,Toys,North,106,17,50,17.64,25,Rainy,1,15.66,Spring,1,17
49583,2023-05-11,S005,P0004,Groceries,North,121,78,90,6.26,20,Rainy,1,6.08,Spring,1,87
49584,2023-05-11,S005,P0005,Groceries,North,197,80,253,12.98,25,Rainy,1,14.44,Spring,1,116
49585,2023-05-11,S005,P0006,Groceries,North,506,78,0,43.53,25,Rainy,1,39.06,Spring,1,76
49595,2023-05-11,S005,P0016,Toys,North,415,22,0,22.36,25,Rainy,1,21.08,Spring,1,38
49596,2023-05-11,S005,P0017,Toys,North,131,20,0,24.45,20,Rainy,1,21.74,Spring,1,26
49600,2023-05-12,S001,P0001,Electronics,North,200,35,0,46.98,20,Cloudy,1,51.09,Spring,1,41
49605,2023-05-12,S001,P0006,Toys,North,29,15,0,24.62,25,Cloudy,1,22.9,Spring,1,23
49606,2023-05-12,S001,P0007,Groceries,North,516,108,557,21.7,20,Cloudy,1,23.77,Spring,1,126
49617,2023-05-12,S001,P0018,Groceries,North,100,100,163,59.57,20,Cloudy,1,54.59,Spring,1,148
49620,2023-05-12,S002,P0001,Groceries,South,503,73,0,63.74,20,Rainy,1,75.94,Spring,1,93
49640,2023-05-12,S003,P0001,Toys,East,87,37,0,12.29,20,Sunny,1,10.84,Spring,1,55
49644,2023-05-12,S003,P0005,Toys,East,831,31,0,18.5,0,Sunny,0,19.77,Spring,1,40
49645,2023-05-12,S003,P0006,Toys,East,106,34,50,24.58,20,Sunny,1,28.81,Spring,1,30
49653,2023-05-12,S003,P0014,Groceries,East,331,93,388,100.1,0,Sunny,0,106.6,Spring,1,114
49654,2023-05-12,S003,P0015,Groceries,East,293,133,627,104.48,15,Sunny,1,99.51,Spring,1,156
49659,2023-05-12,S003,P0020,Clothing,East,404,124,444,61.73,25,Sunny,1,73.59,Spring,1,128
49660,2023-05-12,S004,P0001,Groceries,West,255,175,0,10.73,25,Rainy,1,10.35,Spring,1,166
49668,2023-05-12,S004,P0009,Clothing,West,892,86,0,110.44,5,Rainy,0,118.11,Spring,1,97
49674,2023-05-12,S004,P0015,Furniture,West,122,52,0,65.0,25,Rainy,1,75.96,Spring,1,45
49677,2023-05-12,S004,P0018,Furniture,West,109,21,0,104.48,25,Rainy,1,101.24,Spring,1,24
49679,2023-05-12,S004,P0020,Furniture,West,96,18,0,89.62,20,Rainy,1,77.08,Spring,1,22
49685,2023-05-12,S005,P0006,Groceries,North,428,170,577,61.51,10,Cloudy,1,69.24,Spring,1,143
49687,2023-05-12,S005,P0008,Groceries,North,122,47,80,46.03,20,Cloudy,1,48.88,Spring,1,73
49694,2023-05-12,S005,P0015,Groceries,North,165,72,179,41.41,20,Cloudy,1,49.26,Spring,1,108
49700,2023-05-13,S001,P0001,Electronics,North,165,109,284,61.7,25,Cloudy,1,66.3,Spring,0,139
49705,2023-05-13,S001,P0006,Toys,North,152,152,463,47.84,5,Cloudy,0,52.0,Spring,0,163
49712,2023-05-13,S001,P0013,Toys,North,90,90,160,31.14,25,Cloudy,1,30.51,Spring,0,151
49713,2023-05-13,S001,P0014,Groceries,North,250,101,481,92.07,0,Cloudy,0,84.07,Spring,0,159
49716,2023-05-13,S001,P0017,Toys,North,50,50,127,19.95,25,Cloudy,1,22.76,Spring,0,146
49718,2023-05-13,S001,P0019,Furniture,North,91,84,121,103.06,25,Cloudy,1,90.29,Spring,0,118
49720,2023-05-13,S002,P0001,Groceries,South,430,80,449,70.63,20,Sunny,1,85.04,Spring,0,125
49723,2023-05-13,S002,P0004,Groceries,South,576,132,439,47.85,10,Sunny,1,56.38,Spring,0,177
49724,2023-05-13,S002,P0005,Electronics,South,440,138,485,94.04,5,Sunny,0,103.87,Spring,0,116
49726,2023-05-13,S002,P0007,Toys,South,104,95,331,28.64,10,Sunny,0,24.43,Spring,0,113
49728,2023-05-13,S002,P0009,Groceries,South,239,192,306,67.65,10,Sunny,0,73.97,Spring,0,160
49731,2023-05-13,S002,P0012,Electronics,South,417,91,386,74.53,5,Sunny,0,72.61,Spring,0,120
49732,2023-05-13,S002,P0013,Groceries,South,405,166,667,22.58,25,Sunny,1,25.47,Spring,0,206
49733,2023-05-13,S002,P0014,Electronics,South,315,62,389,129.57,0,Sunny,0,116.6,Spring,0,91
49736,2023-05-13,S002,P0017,Toys,South,121,121,564,27.61,10,Sunny,1,32.94,Spring,0,234
49738,2023-05-13,S002,P0019,Clothing,South,448,76,0,70.4,20,Sunny,1,62.55,Spring,0,82
49743,2023-05-13,S003,P0004,Groceries,East,451,120,476,22.9,20,Cloudy,1,26.59,Spring,0,170
49747,2023-05-13,S003,P0008,Clothing,East,46,46,240,105.23,20,Cloudy,1,120.52,Spring,0,137
49752,2023-05-13,S003,P0013,Groceries,East,173,110,0,53.78,25,Cloudy,1,63.82,Spring,0,93
